incident_id,incident_time,incident_duration_raw,incident_type,incident_description,incident_location,incident_area,incident_fwy,incident_direction,incident_lat,incident_lng,context_text,station_id,node_index,sensor_name,sensor_direction,sensor_fwy,sensor_lat,sensor_lng,distance_km,channel_index,channel_name,shard_name,step_index,history_start_idx,history_end_idx,future_start_idx,future_end_idx,history_nan_ratio,future_nan_ratio
21379239,2023-01-03T13:47:00,3.0,Hazard,1125-Traffic Hazard,Sr92 E / Us101 Sr92 E Con,Redwood City,92,E,37.554117,-122.290783,2023-01-03 13:47；Redwood City；1125-Traffic Hazard；Sr92 E / Us101 Sr92 E Con,415607,3552,NB 101,E,92,37.55389,-122.291658,0.0811588489529746,2,speed,p01_done.npy,741,453,741,741,885,0.0,0.0
21379274,2023-01-03T13:52:00,27.0,Hazard,1125-Traffic Hazard,Sr170 S / Oxnard St Ofr,West Valley,170,S,34.184087,-118.399851,2023-01-03 13:52；West Valley；1125-Traffic Hazard；Sr170 S / Oxnard St Ofr,717611,407,VICTORY 1,S,170,34.184862,-118.400538,0.10686289976063616,2,speed,p01_done.npy,742,454,742,742,886,0.0,0.0
21379237,2023-01-03T13:55:00,1.0,AHazard,ANIMAL-Live or Dead Animal,I680 N / Rudgear Rd Ofr,Contra Costa,680,N,37.876406,-122.046355,2023-01-03 13:55；Contra Costa；ANIMAL-Live or Dead Animal；I680 N / Rudgear Rd Ofr,400303,6448,oppo Rudgear Rd on-s-diag,N,680,37.875017,-122.045018,0.193973549331092,2,speed,p01_done.npy,743,455,743,743,887,0.0,0.0
21379347,2023-01-03T13:55:00,30.0,NoInj,1182-Trfc Collision-No Inj,I15 S So / Oak Hill Rd,San Bernardino FSP,15,S,34.356384,-117.438214,2023-01-03 13:55；San Bernardino FSP；1182-Trfc Collision-No Inj；I15 S So / Oak Hill Rd,821761,14075,N/O OAKHILL RD,S,15,34.365556,-117.430536,1.2397014847764707,2,speed,p01_done.npy,743,455,743,743,887,0.0,0.0
21379273,2023-01-03T13:55:00,71.0,Hazard,1125-Traffic Hazard,Sr170 S / Oxnard St Ofr,LAFSP,170,S,34.184087,-118.399851,2023-01-03 13:55；LAFSP；1125-Traffic Hazard；Sr170 S / Oxnard St Ofr,717611,407,VICTORY 1,S,170,34.184862,-118.400538,0.10686289976063616,2,speed,p01_done.npy,743,455,743,743,887,0.0,0.0
21379271,2023-01-03T13:58:00,20.0,NoInj,1182-Trfc Collision-No Inj,Sr110 N / Orange Grove Ave,Central LA,110,N,34.119175,-118.16054,2023-01-03 13:58；Central LA；1182-Trfc Collision-No Inj；Sr110 N / Orange Grove Ave,767768,11295,ORANGE GROVE,N,110,34.119072,-118.16196,0.1312192992197418,2,speed,p01_done.npy,743,455,743,743,887,0.0,0.0
21379270,2023-01-03T13:59:00,8.0,Hazard,1125-Traffic Hazard,I5 S / Imperial Hwy Ofr,Santa Fe Springs,5,S,33.92093,-118.08288,2023-01-03 13:59；Santa Fe Springs；1125-Traffic Hazard；I5 S / Imperial Hwy Ofr,715913,14062,PIONEER,S,5,33.920763,-118.082501,0.03959504712551617,2,speed,p01_done.npy,743,455,743,743,887,0.0,0.0
21379216,2023-01-03T14:00:00,154.0,Hazard,1125-Traffic Hazard,Turner Rd Ofr / I5 N,Stockton,5,N,38.141819,-121.399108,2023-01-03 14:00；Stockton；1125-Traffic Hazard；Turner Rd Ofr / I5 N,1073210,283,S/O Turner Rd,N,5,38.14089,-121.399039,0.10347618437185946,2,speed,p01_done.npy,744,456,744,744,888,0.0,0.0
21379366,2023-01-03T14:01:00,5.0,Hazard,1125-Traffic Hazard,I280 S / Sr1 S,Golden Gate Dispatch,280,S,37.681126,-122.471761,2023-01-03 14:01；Golden Gate Dispatch；1125-Traffic Hazard；I280 S / Sr1 S,401512,327,Sullivan Ave rm-s-diag,S,280,37.677847,-122.47162,0.36481925304851986,2,speed,p01_done.npy,744,456,744,744,888,0.0,0.0
21379269,2023-01-03T14:02:00,25.0,NoInj,1182-Trfc Collision-No Inj,Sr110 N / Orange Grove Ave,LAFSP,110,N,34.119175,-118.16054,2023-01-03 14:02；LAFSP；1182-Trfc Collision-No Inj；Sr110 N / Orange Grove Ave,767768,11295,ORANGE GROVE,N,110,34.119072,-118.16196,0.1312192992197418,2,speed,p01_done.npy,744,456,744,744,888,0.0,0.0
21379200,2023-01-03T14:02:00,4.0,AHazard,1125A-Animal Hazard,Sr99 N Us50 E Con / Us50 E,South Sac,99,N,38.560582,-121.463981,2023-01-03 14:02；South Sac；1125A-Animal Hazard；Sr99 N Us50 E Con / Us50 E,312566,1693,99NB at Broadway,N,99,38.555907,-121.474179,1.0278739956392986,2,speed,p01_done.npy,744,456,744,744,888,0.0,0.0
21379365,2023-01-03T14:03:00,35.0,1141,1179-Trfc Collision-1141 Enrt,I80 E / Raley Blvd Ofr,North Sac,80,E,38.64317,-121.43409,2023-01-03 14:03；North Sac；1179-Trfc Collision-1141 Enrt；I80 E / Raley Blvd Ofr,315995,3229,80EB to Marysville,E,80,38.642916,-121.430277,0.33235736117924797,2,speed,p01_done.npy,744,456,744,744,888,0.0,0.0
21379236,2023-01-03T14:03:00,17.0,Other,DOT-Request CalTrans Notify,Us101 S / Oakland Rd Ofr,San Jose,101,S,37.363415,-121.896941,2023-01-03 14:03；San Jose；DOT-Request CalTrans Notify；Us101 S / Oakland Rd Ofr,400922,11388,NB 880 rm-s-diag,S,101,37.363644,-121.899535,0.23066195675632276,2,speed,p01_done.npy,744,456,744,744,888,0.0,0.0
21379370,2023-01-03T14:05:00,3.0,AHazard,ANIMAL-Live or Dead Animal,Sr71 N / Mission Blvd,Baldwin Park,71,N,34.053419,-117.781132,2023-01-03 14:05；Baldwin Park；ANIMAL-Live or Dead Animal；Sr71 N / Mission Blvd,775103,4394,MISSION BLVD,N,71,34.055022,-117.782658,0.22701395902024044,2,speed,p01_done.npy,745,457,745,745,889,0.0,0.0
21379367,2023-01-03T14:06:00,23.0,UnknInj,1183-Trfc Collision-Unkn Inj,Us101 N / I580 W Us101 N Con,Marin,101,N,37.963691,-122.511824,2023-01-03 14:06；Marin；1183-Trfc Collision-Unkn Inj；Us101 N / I580 W Us101 N Con,402141,7223,SB OFF-RAMP TO FRANCISCO BLVD,N,101,37.962862,-122.510604,0.14119587536198908,2,speed,p01_done.npy,745,457,745,745,889,0.0,0.0
21379369,2023-01-03T14:08:00,11.0,Hazard,1125-Traffic Hazard,I5 N / 4th St,LAFSP,5,N,34.042975,-118.217073,2023-01-03 14:08；LAFSP；1125-Traffic Hazard；I5 N / 4th St,766928,11339,NB 5 TO NB 101,N,5,34.027834,-118.21087,1.7779833825973805,2,speed,p01_done.npy,745,457,745,745,889,0.0,0.0
21379368,2023-01-03T14:09:00,12.0,Hazard,1125-Traffic Hazard,Sr170 S / Victory,West Valley,170,S,34.186747,-118.401504,2023-01-03 14:09；West Valley；1125-Traffic Hazard；Sr170 S / Victory,761070,7274,VICTORY 2,S,170,34.187159,-118.401618,0.04699703589623316,2,speed,p01_done.npy,745,457,745,745,889,0.0,0.0
21379378,2023-01-03T14:16:00,2.0,Hazard,1125-Traffic Hazard,I405 N / I405 N Sr118 W Con,West Valley,405,N,34.258442,-118.472083,2023-01-03 14:16；West Valley；1125-Traffic Hazard；I405 N / I405 N Sr118 W Con,771778,14725,DEVONSHIRE 2,N,405,34.259446,-118.472041,0.11170641433326428,2,speed,p01_done.npy,747,459,747,747,891,0.0,0.0
21379377,2023-01-03T14:19:00,2.0,Hazard,1125-Traffic Hazard,Sr71 S / Holt Ave,Baldwin Park,71,S,34.061341,-117.78928,2023-01-03 14:19；Baldwin Park；1125-Traffic Hazard；Sr71 S / Holt Ave,775100,16374,MISSION BLVD,S,71,34.052705,-117.780575,1.2510903952469845,2,speed,p01_done.npy,747,459,747,747,891,0.0,0.0
21379388,2023-01-03T14:20:00,39.0,Other,BREAK-Traffic Break,I680 N / Mckee Rd Ofr,San Jose,680,N,37.364009,-121.843453,2023-01-03 14:20；San Jose；BREAK-Traffic Break；I680 N / Mckee Rd Ofr,407178,15519,McKee Rd off,N,680,37.365983,-121.844705,0.2458097915200723,2,speed,p01_done.npy,748,460,748,748,892,0.0,0.0
21379392,2023-01-03T14:20:00,23.0,Hazard,1125-Traffic Hazard,Sr99 N / Olive Dr Ofr,Bakersfield,99,N,35.411114,-119.053407,2023-01-03 14:20；Bakersfield；1125-Traffic Hazard；Sr99 N / Olive Dr Ofr,603260,10880,SR99 at Olive Drive,N,99,35.411668,-119.05409,0.08732726297491158,2,speed,p01_done.npy,748,460,748,748,892,0.0,0.0
21379387,2023-01-03T14:22:00,49.0,Hazard,1125-Traffic Hazard,Sr70 W / Olivehurst Ave Ofr,Yuba Sutter,70,W,39.099964,-121.546751,2023-01-03 14:22；Yuba Sutter；1125-Traffic Hazard；Sr70 W / Olivehurst Ave Ofr,3024103,10345,McGowan Pkwy 70WB OFF,W,70,39.087641,-121.541667,1.4387841681293037,2,speed,p01_done.npy,748,460,748,748,892,0.0,0.0
21379404,2023-01-03T14:24:00,101.0,Other,SIG Alert,Sr91 W / Imperial Hwy,Santa Ana,91,W,33.854437,-117.79064,2023-01-03 14:24；Santa Ana；SIG Alert；Sr91 W / Imperial Hwy,1220832,4892,IMPERIAL1,W,91,33.854451,-117.791255,0.05681193105022831,2,speed,p01_done.npy,748,460,748,748,892,0.0,0.0
21379396,2023-01-03T14:25:00,32.0,NoInj,1182-Trfc Collision-No Inj,Us50 W / 65th St Ofr,South Sac,50,W,38.550856,-121.422653,2023-01-03 14:25；South Sac；1182-Trfc Collision-No Inj；Us50 W / 65th St Ofr,312188,4754,50WB at 65TH ST,W,50,38.551104,-121.429758,0.6184689626465584,2,speed,p01_done.npy,749,461,749,749,893,0.0,0.0
21379400,2023-01-03T14:26:00,36.0,NoInj,1182-Trfc Collision-No Inj,I710 S / Long Beach Blvd,South LA,710,S,33.862817,-118.199257,2023-01-03 14:26；South LA；1182-Trfc Collision-No Inj；I710 S / Long Beach Blvd,717959,12864,LONG BEACH SB,S,710,33.861086,-118.200442,0.22140424419689883,2,speed,p01_done.npy,749,461,749,749,893,0.0,0.0
21379395,2023-01-03T14:27:00,43.0,NoInj,1182-Trfc Collision-No Inj,Us50 W / 65th St Ofr,South Sac FSP,50,W,38.550856,-121.422653,2023-01-03 14:27；South Sac FSP；1182-Trfc Collision-No Inj；Us50 W / 65th St Ofr,312188,4754,50WB at 65TH ST,W,50,38.551104,-121.429758,0.6184689626465584,2,speed,p01_done.npy,749,461,749,749,893,0.0,0.0
21379402,2023-01-03T14:28:00,0.0,Hazard,1125-Traffic Hazard,I210 W / Day Creek Blvd Ofr,San Bernardino FSP,210,W,34.136566,-117.530758,2023-01-03 14:28；San Bernardino FSP；1125-Traffic Hazard；I210 W / Day Creek Blvd Ofr,816211,4367,DAY CREEK EB ON (OS),W,210,34.136608,-117.532517,0.16195916641855376,2,speed,p01_done.npy,749,461,749,749,893,0.0,0.0
21379409,2023-01-03T14:29:00,6.0,Hazard,1125-Traffic Hazard,I80 E / Carlson Blvd Ofr,Oakland,80,E,37.907164,-122.314949,2023-01-03 14:29；Oakland；1125-Traffic Hazard；I80 E / Carlson Blvd Ofr,401575,5787,oppo Carlson Blvd rm-w-diag,E,80,37.909564,-122.31655,0.30157457726455755,2,speed,p01_done.npy,749,461,749,749,893,0.0,0.0
